data_movimento,codigo_filial,codigo_produto,cc_venda_bruta
2025-04-10,007,1020,394.29
2025-04-18,007,1009,321.07
2025-04-03,007,1003,166.62
2025-04-27,007,1010,30.5
2025-04-09,007,1011,450.46
2025-04-22,007,1012,95.77
2025-04-06,007,1017,183.83
2025-04-10,007,1016,67.97
2025-04-30,007,1020,285.1
2025-04-18,007,1020,296.43
2025-04-28,007,1004,391.46
2025-04-09,007,1011,210.47
2025-04-22,007,1011,286.67
2025-04-13,007,1024,125.98
2025-04-15,007,1023,154.87
2025-04-01,007,1013,236.81
2025-04-03,007,1009,129.46
2025-04-07,007,1019,142.54
2025-04-30,007,1017,467.24
2025-04-30,007,1018,502.08
2025-04-02,007,1007,263.7
2025-04-09,007,1019,247.95
2025-04-13,007,1014,504.93
2025-04-29,007,1008,374.2
2025-04-04,007,1015,276.71
2025-04-05,007,1006,360.62
2025-04-21,007,1013,319.02
2025-04-15,007,1021,453.95
2025-04-20,007,1013,312.29
2025-04-27,007,1018,185.36
2025-04-28,007,1022,388.34
2025-04-21,007,1011,45.65
2025-04-15,007,1000,238.4
2025-04-12,007,1003,184.88
2025-04-19,007,1012,241.34
2025-04-23,007,1022,246.31
2025-04-25,007,1001,454.85
2025-04-10,007,1008,419.29
2025-04-25,007,1015,374.28
2025-04-13,007,1011,257.05
2025-04-22,007,1004,101.06
2025-04-10,007,1018,93.27
2025-04-13,007,1008,338.26
2025-04-07,007,1010,314.69
2025-04-14,007,1003,486.42
2025-05-22,007,1006,432.19
2025-05-11,007,1001,317.18
2025-05-18,007,1007,388.0
2025-05-25,007,1007,286.08
2025-05-30,007,1024,360.16
2025-05-10,007,1024,135.63
2025-05-04,007,1017,274.32
2025-05-18,007,1006,237.43
2025-05-04,007,1015,293.22
2025-05-21,007,1008,95.44
2025-05-29,007,1014,479.23
2025-05-16,007,1014,323.71
2025-05-11,007,1021,132.6
2025-05-17,007,1017,255.56
2025-05-02,007,1007,191.91
2025-05-31,007,1003,115.65
2025-05-18,007,1003,296.6
2025-05-08,007,1024,238.37
2025-05-28,007,1000,445.65
2025-05-15,007,1004,384.68
2025-05-08,007,1011,295.85
2025-05-27,007,1013,163.38
2025-05-12,007,1022,147.76
2025-05-04,007,1002,340.03
2025-05-03,007,1004,151.67
2025-05-14,007,1014,285.6
2025-05-20,007,1010,118.33
2025-05-14,007,1001,280.62
2025-05-08,007,1009,192.51
2025-05-31,007,1018,99.47
2025-05-10,007,1005,334.14
2025-05-08,007,1017,150.08
2025-05-11,007,1007,363.3
2025-05-26,007,1019,189.21
2025-05-24,007,1000,240.34
2025-05-17,007,1004,484.88
2025-05-03,007,1019,366.86
2025-05-17,007,1014,364.5
2025-05-04,007,1010,34.34
2025-05-18,007,1012,63.35
2025-05-26,007,1023,184.39
2025-05-15,007,1015,320.96
2025-05-13,007,1012,265.69
2025-05-15,007,1008,388.27
2025-05-19,007,1010,241.78
2025-05-12,007,1013,452.35
2025-05-19,007,1020,150.82
2025-05-27,007,1023,147.61
2025-05-05,007,1022,221.82
2025-05-06,007,1006,351.24
2025-05-11,007,1024,90.9
2025-05-28,007,1020,193.25
2025-05-20,007,1018,27.91
2025-05-22,007,1001,186.7
2025-05-28,007,1009,70.26
2025-05-23,007,1008,241.47
2025-05-27,007,1016,132.9
2025-05-07,007,1014,208.83
2025-05-19,007,1007,70.44
2025-05-09,007,1004,430.32
2025-05-21,007,1017,109.76
2025-05-19,007,1007,38.08
2025-05-30,007,1002,205.34
2025-05-06,007,1015,442.61
2025-05-28,007,1004,164.95
2025-05-26,007,1021,415.48
2025-05-31,007,1005,463.87
2025-05-18,007,1004,62.0
2025-05-11,007,1015,279.94
2025-05-04,007,1016,219.25
2025-05-08,007,1002,353.46
2025-05-14,007,1011,419.04
2025-05-27,007,1018,430.75
2025-05-11,007,1020,381.4
2025-05-31,007,1004,274.31
2025-05-29,007,1010,182.97
2025-05-30,007,1022,291.4
2025-05-28,007,1020,449.71
2025-05-17,007,1016,530.41
2025-05-27,007,1011,369.35
2025-06-06,007,1004,307.73
2025-06-20,007,1021,95.15
2025-06-12,007,1001,182.45
2025-06-03,007,1015,509.17
2025-06-29,007,1001,40.27
2025-06-24,007,1004,450.51
2025-06-24,007,1008,493.03
2025-06-22,007,1017,495.29
2025-06-24,007,1021,518.88
2025-06-04,007,1009,387.91
2025-06-08,007,1010,364.68
2025-06-29,007,1007,59.86
2025-06-26,007,1005,307.79
2025-06-19,007,1004,277.21
2025-06-01,007,1017,31.71
2025-06-04,007,1001,251.36
2025-06-11,007,1001,107.28
2025-06-12,007,1020,294.23
2025-06-06,007,1007,23.72
2025-06-30,007,1011,66.25
2025-06-25,007,1004,405.18
2025-06-09,007,1013,283.99
2025-06-03,007,1001,485.08
2025-06-28,007,1021,266.69
2025-06-04,007,1019,111.77
2025-06-01,007,1002,375.04
2025-06-14,007,1010,88.65
2025-06-08,007,1018,125.35
2025-06-21,007,1024,149.09
2025-06-26,007,1007,379.87
2025-06-29,007,1005,332.91
2025-06-02,007,1010,227.89
2025-06-06,007,1018,45.15
2025-06-05,007,1018,157.43
2025-06-14,007,1022,185.6
2025-06-23,007,1002,401.91
2025-06-22,007,1010,279.21
2025-06-01,007,1014,34.56
2025-06-30,007,1021,379.65
2025-06-22,007,1005,444.63
2025-06-15,007,1017,398.66
2025-06-16,007,1007,151.43
2025-06-19,007,1022,142.05
2025-06-14,007,1010,260.9
2025-06-15,007,1013,132.75
2025-06-18,007,1004,350.2
2025-06-03,007,1008,390.14
2025-06-29,007,1000,291.47
2025-06-09,007,1012,430.72
2025-06-16,007,1020,306.53
2025-06-08,007,1008,245.85
2025-06-03,007,1008,252.33
2025-06-22,007,1002,195.53
2025-06-13,007,1017,87.27
2025-06-22,007,1015,230.09
2025-06-09,007,1022,212.28
2025-06-19,007,1016,360.52
2025-06-18,007,1021,156.59
2025-06-28,007,1024,279.07
2025-06-25,007,1012,470.98
2025-06-28,007,1019,287.9
2025-06-21,007,1019,118.35
2025-06-11,007,1013,381.65
2025-06-01,007,1021,25.27
2025-06-08,007,1008,114.36
2025-06-03,007,1002,26.42
2025-06-13,007,1017,496.54
2025-06-01,007,1021,110.75
2025-07-11,007,1019,82.87
2025-07-13,007,1017,335.64
2025-07-16,007,1002,159.23
2025-07-08,007,1003,270.81
2025-07-06,007,1019,44.3
2025-07-23,007,1008,96.41
2025-07-18,007,1008,368.35
2025-07-13,007,1022,49.54
2025-07-20,007,1009,115.37
2025-07-28,007,1003,103.69
2025-07-22,007,1022,154.63
2025-07-22,007,1010,141.37
2025-07-31,007,1015,388.48
2025-07-02,007,1021,344.81
2025-07-29,007,1004,34.21
2025-07-28,007,1008,292.96
2025-07-21,007,1011,81.42
2025-07-17,007,1007,100.47
2025-07-02,007,1017,308.5
2025-07-10,007,1008,192.79
2025-07-14,007,1003,379.39
2025-07-05,007,1012,95.13
2025-07-21,007,1014,45.17
2025-07-31,007,1012,395.75
2025-07-18,007,1005,378.67
2025-07-19,007,1017,91.34
2025-07-07,007,1007,77.61
2025-07-09,007,1018,135.89
2025-07-03,007,1002,46.39
2025-07-31,007,1009,457.5
2025-07-20,007,1016,60.81
2025-07-16,007,1002,106.55
2025-07-25,007,1007,221.07
2025-07-04,007,1014,115.81
2025-07-02,007,1002,155.25
2025-07-30,007,1006,76.1
2025-07-09,007,1016,254.54
2025-07-05,007,1008,304.16
2025-07-19,007,1023,106.62
2025-07-02,007,1024,175.77
2025-07-26,007,1014,135.79
2025-07-20,007,1024,259.58
2025-07-06,007,1001,176.23
2025-07-26,007,1015,357.16
2025-07-25,007,1004,372.75
2025-07-23,007,1022,178.32
2025-07-21,007,1014,331.38
2025-07-31,007,1000,395.16
2025-07-21,007,1014,209.32
2025-07-14,007,1019,373.12
2025-07-04,007,1006,237.98
2025-07-04,007,1014,446.86
2025-07-12,007,1004,190.03
2025-07-11,007,1023,50.44
2025-07-17,007,1015,23.95
2025-07-06,007,1012,285.26
2025-07-05,007,1004,222.62
2025-07-14,007,1000,293.2
2025-07-24,007,1001,312.06
2025-08-21,007,1019,160.12
2025-08-09,007,1016,214.0
2025-08-01,007,1023,473.31
2025-08-26,007,1019,92.51
2025-08-26,007,1017,167.64
2025-08-08,007,1002,284.34
2025-08-15,007,1015,451.31
2025-08-26,007,1007,311.92
2025-08-08,007,1019,147.78
2025-08-06,007,1011,167.53
2025-08-07,007,1000,461.21
2025-08-24,007,1005,408.43
2025-08-06,007,1014,180.32
2025-08-08,007,1011,388.2
2025-08-14,007,1011,394.89
2025-08-02,007,1008,262.4
2025-08-18,007,1024,337.18
2025-08-01,007,1024,171.73
2025-08-25,007,1005,282.29
2025-08-07,007,1010,82.09
2025-08-02,007,1001,228.96
2025-08-06,007,1019,485.63
2025-08-20,007,1013,169.37
2025-08-29,007,1019,482.61
2025-08-21,007,1000,369.65
2025-08-22,007,1008,121.0
2025-08-16,007,1024,129.22
2025-08-11,007,1024,300.4
2025-08-16,007,1018,151.31
2025-08-29,007,1022,173.58
2025-08-09,007,1000,60.2
2025-08-20,007,1023,58.8
2025-08-27,007,1007,163.71
2025-08-08,007,1001,60.72
2025-08-05,007,1007,241.14
2025-08-01,007,1003,286.38
2025-08-03,007,1024,287.85
2025-08-21,007,1023,362.81
2025-08-04,007,1024,151.83
2025-08-29,007,1001,98.61
2025-08-27,007,1024,83.38
2025-08-08,007,1021,189.96
2025-08-17,007,1018,85.18
2025-08-11,007,1003,107.44
2025-08-17,007,1010,432.77
2025-08-23,007,1016,54.01
2025-08-06,007,1006,341.64
2025-08-29,007,1011,189.06
2025-08-29,007,1022,366.16
2025-08-10,007,1001,485.27
2025-09-21,007,1006,149.17
2025-09-07,007,1024,71.25
2025-09-15,007,1000,97.89
2025-09-10,007,1018,413.38
2025-09-18,007,1024,52.58
2025-09-13,007,1024,529.7
2025-09-21,007,1017,335.03
2025-09-25,007,1017,77.96
2025-09-16,007,1005,189.23
2025-09-15,007,1006,465.68
2025-09-15,007,1002,222.58
2025-09-25,007,1018,144.8
2025-09-02,007,1001,56.72
2025-09-24,007,1023,372.49
2025-09-09,007,1002,426.0
2025-09-21,007,1017,184.29
2025-09-09,007,1001,373.07
2025-09-27,007,1008,404.61
2025-09-01,007,1010,509.95
2025-09-05,007,1006,248.78
2025-09-03,007,1024,302.21
2025-09-18,007,1024,277.22
2025-09-08,007,1023,112.99
2025-09-19,007,1001,209.04
2025-09-22,007,1020,127.85
2025-09-11,007,1015,29.04
2025-09-01,007,1011,27.6
2025-09-20,007,1001,459.77
2025-09-06,007,1012,173.01
2025-09-01,007,1013,72.5
2025-09-15,007,1006,147.51
2025-09-10,007,1007,540.86
2025-09-23,007,1009,516.02
2025-09-28,007,1015,459.41
2025-09-21,007,1003,377.55
2025-09-15,007,1009,255.37
2025-09-04,007,1008,166.56
2025-09-23,007,1024,175.2
2025-09-05,007,1014,212.92
2025-09-26,007,1004,373.47
2025-10-09,007,1005,233.92
2025-10-28,007,1000,479.99
2025-10-14,007,1017,86.93
2025-10-21,007,1009,396.53
2025-10-17,007,1024,282.25
2025-10-22,007,1004,426.85
2025-10-23,007,1016,210.15
2025-10-05,007,1000,236.46
2025-10-24,007,1024,254.97
2025-10-04,007,1021,284.02
2025-10-11,007,1019,305.44
2025-10-16,007,1008,169.39
2025-10-20,007,1002,413.15
2025-10-27,007,1019,438.29
2025-10-05,007,1020,324.86
2025-10-13,007,1006,92.55
2025-10-08,007,1001,277.96
2025-10-19,007,1016,266.17
2025-10-03,007,1004,319.12
2025-10-14,007,1020,347.86
2025-10-27,007,1004,240.75
2025-10-28,007,1001,367.95
2025-10-23,007,1023,375.73
2025-10-06,007,1015,215.66
2025-10-27,007,1021,501.14
2025-10-07,007,1014,90.49
2025-10-31,007,1018,359.0
2025-10-07,007,1021,119.4
2025-10-17,007,1010,80.82
2025-10-24,007,1012,520.08
2025-10-06,007,1023,182.82
2025-10-07,007,1000,432.11
2025-10-26,007,1001,88.15
2025-10-16,007,1016,428.64
2025-10-31,007,1022,271.9
2025-10-07,007,1014,325.73
2025-10-24,007,1021,323.1
2025-11-21,007,1022,523.56
2025-11-24,007,1010,102.92
2025-11-03,007,1013,235.45
2025-11-09,007,1000,613.96
2025-11-10,007,1012,257.03
2025-11-02,007,1001,627.59
2025-11-15,007,1022,548.62
2025-11-13,007,1016,340.04
2025-11-30,007,1024,199.89
2025-11-22,007,1009,638.73
2025-11-13,007,1000,111.4
2025-11-03,007,1015,175.55
2025-11-21,007,1000,367.37
2025-11-09,007,1006,692.85
2025-11-07,007,1017,516.75
2025-11-06,007,1006,519.11
2025-11-23,007,1021,62.62
2025-11-30,007,1013,446.49
2025-11-03,007,1015,680.3
2025-11-03,007,1010,162.2
2025-11-05,007,1021,338.72
2025-11-09,007,1010,225.81
2025-11-02,007,1000,553.69
2025-11-27,007,1005,153.87
2025-11-13,007,1016,472.0
2025-11-03,007,1009,288.64
2025-11-05,007,1013,485.35
2025-11-11,007,1024,167.83
2025-11-12,007,1021,733.59
2025-11-18,007,1006,398.56
2025-11-22,007,1023,266.73
2025-11-21,007,1000,71.3
2025-11-02,007,1001,60.59
2025-11-20,007,1019,428.15
2025-11-15,007,1003,190.07
2025-11-13,007,1015,194.33
2025-11-24,007,1019,197.37
2025-11-08,007,1019,427.0
2025-11-07,007,1007,146.24
2025-11-29,007,1001,228.27
2025-11-17,007,1002,271.13
2025-11-10,007,1008,246.87
2025-11-01,007,1010,323.37
2025-11-10,007,1018,291.52
2025-11-04,007,1004,469.73
2025-11-21,007,1012,550.44
2025-11-26,007,1021,120.0
2025-11-09,007,1024,459.65
2025-11-07,007,1023,438.45
2025-11-05,007,1017,305.76
2025-11-19,007,1023,244.05
2025-11-17,007,1017,98.19
2025-11-06,007,1006,109.94
2025-11-25,007,1020,605.62
2025-11-06,007,1009,429.71
2025-11-16,007,1003,528.33
2025-11-16,007,1009,435.43
2025-11-06,007,1003,564.47
2025-11-09,007,1001,688.92
2025-11-29,007,1017,132.91
2025-11-01,007,1010,199.49
2025-12-14,007,1004,275.38
2025-12-09,007,1016,366.2
2025-12-14,007,1009,245.88
2025-12-07,007,1012,437.79
2025-12-02,007,1007,683.34
2025-12-10,007,1019,319.02
2025-12-28,007,1019,413.95
2025-12-22,007,1016,126.29
2025-12-14,007,1012,379.17
2025-12-13,007,1004,431.8
2025-12-15,007,1008,151.62
2025-12-05,007,1005,243.25
2025-12-18,007,1011,407.92
2025-12-02,007,1005,301.98
2025-12-12,007,1007,410.98
2025-12-05,007,1017,262.91
2025-12-20,007,1021,572.65
2025-12-15,007,1022,250.19
2025-12-05,007,1023,516.99
2025-12-03,007,1002,282.66
2025-12-29,007,1023,68.73
2025-12-22,007,1015,142.93
2025-12-09,007,1010,367.84
2025-12-06,007,1003,466.28
2025-12-31,007,1002,132.37
2025-12-26,007,1015,225.13
2025-12-26,007,1011,546.64
2025-12-08,007,1003,66.91
2025-12-07,007,1021,443.37
2025-12-22,007,1012,330.68
2025-12-13,007,1009,207.31
2025-12-08,007,1024,69.01
2025-12-14,007,1003,75.9
2025-12-12,007,1003,536.35
2025-12-30,007,1023,386.36
2025-12-24,007,1005,230.94
2025-12-27,007,1007,381.71
2025-12-08,007,1016,608.55
2025-12-15,007,1001,50.7
2025-12-03,007,1003,437.41
2025-12-22,007,1008,409.39
2025-12-16,007,1014,220.37
2025-12-16,007,1015,66.21
2025-12-22,007,1022,548.68
2025-12-11,007,1000,346.13
2025-12-20,007,1013,66.62
2025-12-29,007,1009,423.14
2025-12-22,007,1016,525.3
2025-12-14,007,1005,270.82
2025-12-13,007,1016,187.53
2025-12-13,007,1012,409.47
2025-12-22,007,1005,336.16
2025-12-07,007,1004,101.67
2025-12-27,007,1018,253.21
2025-12-08,007,1007,381.91
2025-12-17,007,1005,449.34
2025-12-28,007,1024,350.98
2025-12-03,007,1011,396.05
2025-12-16,007,1020,574.16
2025-12-23,007,1024,119.52
2025-12-04,007,1014,491.98
2025-12-22,007,1007,584.05
2025-12-19,007,1004,722.02
2025-12-07,007,1019,300.98
2025-12-01,007,1006,41.68
2025-12-06,007,1013,154.67
2025-12-18,007,1009,536.06
2025-12-01,007,1006,135.27
2025-12-23,007,1000,225.19
2025-12-30,007,1006,58.81
2025-12-14,007,1001,519.59
2025-12-17,007,1009,413.58
2025-12-24,007,1011,283.76
2025-12-21,007,1015,592.58
2025-12-13,007,1018,86.62
2025-12-20,007,1007,679.28
2025-12-24,007,1001,673.43
2025-12-03,007,1020,426.95
2025-12-01,007,1022,221.73
2025-12-19,007,1001,445.29
2025-12-06,007,1016,106.56
2025-12-01,007,1002,319.65
2025-12-21,007,1010,371.53
2025-12-27,007,1002,559.92
2025-12-14,007,1020,353.37
2025-12-05,007,1021,502.86
2025-12-01,007,1006,157.1
2025-12-21,007,1010,117.17
2025-12-12,007,1007,212.8
2025-12-10,007,1003,306.26
2025-12-18,007,1002,313.11
2025-12-05,007,1006,434.92
2025-12-12,007,1018,674.33
2025-12-04,007,1004,319.95
2025-12-21,007,1014,70.82
2025-12-29,007,1004,75.27
2025-12-27,007,1013,272.93
2025-12-03,007,1001,78.6
2020-10-21,008,1009,215.58
2020-10-04,008,1007,311.39
2020-10-16,008,1022,313.32
2020-10-21,008,1002,38.84
2020-10-07,008,1001,68.0
2020-10-04,008,1016,345.69
2020-10-28,008,1011,81.75
2020-10-18,008,1018,251.9
2020-10-10,008,1003,154.23
2020-10-07,008,1023,64.86
2020-10-25,008,1000,173.18
2020-10-11,008,1023,59.98
2020-10-24,008,1021,210.06
2020-10-15,008,1016,180.6
2020-10-27,008,1009,120.81
2020-10-10,008,1001,242.87
2020-10-17,008,1016,84.63
2020-10-14,008,1022,22.53
2020-10-30,008,1005,116.31
2020-10-16,008,1000,193.72
2020-10-24,008,1001,174.0
2020-10-12,008,1018,141.88
2020-10-06,008,1005,332.37
2020-10-10,008,1007,208.98
2020-10-01,008,1016,128.03
2020-10-24,008,1019,251.65
2020-10-12,008,1011,53.73
2020-10-31,008,1022,15.74
2020-10-31,008,1011,227.77
2020-10-03,008,1015,317.64
2020-10-08,008,1019,21.28
2020-10-06,008,1006,267.48
2020-10-15,008,1018,228.85
2020-10-27,008,1006,107.45
2020-10-28,008,1010,365.83
2020-10-07,008,1016,186.28
2020-11-01,008,1019,118.13
2020-11-21,008,1013,307.08
2020-11-03,008,1004,218.25
2020-11-10,008,1017,94.23
2020-11-30,008,1014,98.67
2020-11-19,008,1001,132.31
2020-11-07,008,1008,159.59
2020-11-14,008,1013,406.32
2020-11-09,008,1011,472.45
2020-11-26,008,1004,94.77
2020-11-28,008,1017,136.03
2020-11-20,008,1003,469.75
2020-11-27,008,1003,286.6
2020-11-23,008,1011,282.42
2020-11-11,008,1017,87.78
2020-11-23,008,1007,68.92
2020-11-16,008,1011,302.0
2020-11-17,008,1022,414.83
2020-11-05,008,1006,244.74
2020-11-09,008,1005,114.04
2020-11-30,008,1012,105.43
2020-11-10,008,1019,146.95
2020-11-05,008,1010,461.08
2020-11-13,008,1017,91.46
2020-11-03,008,1000,133.98
2020-11-07,008,1009,130.03
2020-11-22,008,1010,262.89
2020-11-24,008,1023,353.66
2020-11-16,008,1003,416.63
2020-11-22,008,1007,139.7
2020-11-29,008,1010,205.51
2020-11-13,008,1018,180.08
2020-11-19,008,1009,528.32
2020-11-15,008,1014,217.5
2020-11-11,008,1013,346.1
2020-11-24,008,1019,60.74
2020-11-02,008,1014,383.63
2020-11-15,008,1004,160.56
2020-11-27,008,1016,97.48
2020-11-30,008,1019,92.1
2020-11-27,008,1002,216.73
2020-11-12,008,1012,167.54
2020-11-11,008,1021,199.36
2020-11-06,008,1016,171.76
2020-11-02,008,1010,171.08
2020-11-24,008,1008,117.74
2020-11-29,008,1010,163.95
2020-11-23,008,1023,266.95
2020-11-30,008,1024,185.99
2020-12-02,008,1001,248.32
2020-12-04,008,1022,43.48
2020-12-07,008,1016,244.25
2020-12-12,008,1000,377.6
2020-12-28,008,1015,27.98
2020-12-10,008,1007,302.61
2020-12-23,008,1023,114.03
2020-12-27,008,1002,91.69
2020-12-01,008,1008,337.83
2020-12-20,008,1001,184.94
2020-12-17,008,1017,309.69
2020-12-04,008,1000,342.82
2020-12-27,008,1003,178.56
2020-12-01,008,1006,482.98
2020-12-24,008,1007,435.01
2020-12-27,008,1022,450.07
2020-12-04,008,1011,477.88
2020-12-18,008,1005,306.74
2020-12-12,008,1018,346.75
2020-12-02,008,1006,387.38
2020-12-17,008,1019,163.78
2020-12-17,008,1005,102.55
2020-12-22,008,1012,265.06
2020-12-30,008,1002,51.36
2020-12-06,008,1021,282.26
2020-12-24,008,1002,258.04
2020-12-22,008,1008,373.61
2021-01-16,008,1023,242.04
2021-01-15,008,1017,173.31
2021-01-03,008,1013,60.08
2021-01-30,008,1012,396.81
2021-01-25,008,1017,120.89
2021-01-18,008,1024,307.49
2021-01-23,008,1021,38.48
2021-01-28,008,1014,348.59
2021-01-07,008,1017,138.11
2021-01-21,008,1022,342.22
2021-01-10,008,1015,68.88
2021-01-26,008,1019,131.9
2021-01-06,008,1002,168.46
2021-01-05,008,1012,34.72
2021-01-31,008,1001,397.15
2021-01-27,008,1023,241.04
2021-01-19,008,1021,225.55
2021-01-27,008,1003,60.86
2021-01-30,008,1000,190.19
2021-01-03,008,1011,61.76
2021-01-12,008,1017,170.47
2021-01-08,008,1004,175.51
2021-01-31,008,1014,128.78
2021-01-12,008,1014,352.87
2021-01-13,008,1013,211.89
2021-01-02,008,1005,296.19
2021-01-22,008,1015,232.06
2021-01-28,008,1004,294.2
2021-01-12,008,1013,279.19
2021-01-05,008,1016,275.42
2021-01-08,008,1012,152.23
2021-01-23,008,1008,84.72
2021-02-09,008,1012,264.63
2021-02-18,008,1019,401.08
2021-02-09,008,1018,180.41
2021-02-26,008,1021,145.37
2021-02-07,008,1008,400.53
2021-02-03,008,1017,279.36
2021-02-27,008,1023,238.1
2021-02-11,008,1010,49.49
2021-02-17,008,1021,423.33
2021-02-09,008,1006,119.68
2021-02-06,008,1014,194.41
2021-02-12,008,1009,67.79
2021-02-10,008,1011,182.88
2021-02-05,008,1003,194.05
2021-02-16,008,1007,126.84
2021-02-24,008,1000,61.43
2021-02-16,008,1019,213.97
2021-02-19,008,1005,220.99
2021-02-18,008,1009,254.77
2021-02-08,008,1021,282.91
2021-02-03,008,1011,400.16
2021-02-16,008,1019,144.54
2021-02-10,008,1010,69.6
2021-02-11,008,1013,130.91
2021-02-21,008,1021,19.28
2021-02-01,008,1024,302.71
2021-02-05,008,1014,36.07
2021-02-20,008,1024,103.89
2021-02-21,008,1001,174.53
2021-02-13,008,1014,325.34
2021-02-21,008,1012,77.37
2021-02-10,008,1000,54.21
2021-02-15,008,1012,162.78
2021-02-07,008,1002,287.3
2021-02-20,008,1018,218.77
2021-02-10,008,1014,403.51
2021-02-12,008,1021,130.58
2021-02-18,008,1023,166.4
2021-02-22,008,1012,215.68
2021-02-12,008,1024,33.3
2021-02-15,008,1000,46.99
2021-02-24,008,1013,231.92
2021-02-17,008,1022,164.73
2021-02-19,008,1018,161.53
2021-02-04,008,1007,199.25
2021-02-15,008,1014,231.21
2021-02-04,008,1024,319.36
2021-02-12,008,1023,40.84
2021-02-10,008,1023,254.66
2021-02-15,008,1024,403.81
2021-02-01,008,1002,228.22
2021-02-02,008,1004,87.3
2021-02-26,008,1005,136.24
2021-02-26,008,1013,61.25
2021-02-09,008,1013,215.29
2021-02-20,008,1016,60.17
2021-02-20,008,1013,240.36
2021-02-26,008,1001,135.11
2021-02-15,008,1018,82.42
2021-02-01,008,1000,168.97
2021-02-26,008,1002,289.39
2021-02-21,008,1001,100.62
2021-02-14,008,1022,252.34
2021-02-11,008,1006,395.1
2021-02-09,008,1000,152.0
2021-03-09,008,1018,21.9
2021-03-10,008,1013,111.05
2021-03-21,008,1015,109.95
2021-03-29,008,1000,362.56
2021-03-17,008,1009,286.53
2021-03-10,008,1002,153.26
2021-03-19,008,1016,204.79
2021-03-26,008,1009,194.7
2021-03-21,008,1013,30.31
2021-03-05,008,1023,49.56
2021-03-08,008,1024,378.39
2021-03-24,008,1021,357.19
2021-03-24,008,1014,20.65
2021-03-11,008,1016,269.3
2021-03-30,008,1013,22.96
2021-03-29,008,1003,179.72
2021-03-27,008,1011,298.71
2021-03-08,008,1022,25.5
2021-03-20,008,1011,21.39
2021-03-09,008,1009,281.34
2021-03-05,008,1018,291.49
2021-03-19,008,1009,71.02
2021-03-12,008,1002,213.95
2021-03-05,008,1016,348.13
2021-03-25,008,1002,236.31
2021-03-05,008,1023,218.15
2021-03-28,008,1007,220.15
2021-03-20,008,1020,159.21
2021-03-29,008,1023,33.47
2021-03-12,008,1007,146.72
2021-03-05,008,1019,187.36
2021-03-25,008,1011,296.95
2021-03-21,008,1022,275.25
2021-03-12,008,1023,355.61
2021-03-29,008,1022,306.33
2021-03-15,008,1005,45.56
2021-03-10,008,1016,286.68
2021-03-21,008,1016,249.62
2021-03-17,008,1012,75.82
2021-03-28,008,1000,329.75
2021-03-09,008,1005,279.11
2021-03-28,008,1005,398.19
2021-03-17,008,1003,25.21
2021-03-15,008,1024,278.06
2021-03-16,008,1024,138.27
2021-03-12,008,1007,315.83
2021-03-18,008,1010,126.42
2021-03-17,008,1007,317.06
2021-03-06,008,1005,202.28
2021-03-08,008,1010,143.83
2021-03-31,008,1009,395.64
2021-03-22,008,1016,181.16
2021-03-19,008,1014,385.04
2021-03-01,008,1000,80.99
2021-03-19,008,1007,98.81
2021-03-07,008,1016,244.23
2021-03-08,008,1000,288.04
2021-03-12,008,1021,326.91
2021-03-13,008,1018,268.24
2021-03-23,008,1013,24.5
2021-03-15,008,1017,261.49
2021-03-09,008,1021,30.12
2021-03-01,008,1013,219.14
2021-03-05,008,1019,329.2
2021-03-07,008,1012,402.43
2021-03-21,008,1019,58.42
2021-03-27,008,1017,229.18
2021-03-31,008,1007,292.29
2021-03-16,008,1004,51.03
2021-03-05,008,1019,186.67
2021-03-27,008,1016,404.77
2021-03-18,008,1022,233.76
2021-03-12,008,1006,82.9
2021-03-02,008,1007,121.87
2021-03-29,008,1024,133.29
2021-04-22,008,1017,88.62
2021-04-10,008,1003,116.74
2021-04-27,008,1024,332.87
2021-04-10,008,1016,219.04
2021-04-21,008,1001,69.94
2021-04-29,008,1024,54.95
2021-04-30,008,1016,360.1
2021-04-02,008,1011,128.54
2021-04-14,008,1011,216.33
2021-04-21,008,1002,326.69
2021-04-26,008,1018,90.52
2021-04-11,008,1014,317.02
2021-04-25,008,1021,216.93
2021-04-16,008,1003,245.41
2021-04-30,008,1015,231.62
2021-04-28,008,1000,25.75
2021-04-26,008,1005,62.8
2021-04-18,008,1015,120.2
2021-04-09,008,1012,50.9
2021-04-09,008,1022,258.49
2021-04-03,008,1006,301.68
2021-04-17,008,1009,250.04
2021-04-16,008,1015,275.89
2021-04-22,008,1018,118.73
2021-04-18,008,1011,148.76
2021-04-19,008,1005,275.89
2021-04-15,008,1022,97.04
2021-04-08,008,1007,75.04
2021-04-02,008,1013,161.73
2021-04-17,008,1003,131.55
2021-04-27,008,1008,41.76
2021-04-22,008,1015,178.08
2021-04-10,008,1009,243.88
2021-04-14,008,1003,65.2
2021-04-24,008,1023,21.42
2021-04-02,008,1015,179.03
2021-04-28,008,1011,239.68
2021-04-03,008,1016,191.4
2021-04-27,008,1011,195.92
2021-04-24,008,1019,60.5
2021-04-04,008,1017,157.17
2021-04-06,008,1020,217.68
2021-04-25,008,1001,105.59
2021-04-09,008,1012,208.38
2021-04-18,008,1020,20.34
2021-04-03,008,1015,227.51
2021-04-28,008,1019,246.75
2021-04-10,008,1024,291.23
2021-04-16,008,1018,187.82
2021-04-23,008,1005,304.26
2021-04-02,008,1012,202.75
